Id,CommandeRef,ProduitReference,Quantite,PrixUnitaire
9471,4288,SODIV-40089,1,961
9472,4288,SODIV-40200,1,1063
9473,4289,SODIV-40575,1,452
9474,4290,SODIV-40547,3,329
9475,4290,SODIV-40192,5,248
9476,4291,SODIV-40447,10,1892
9477,4291,SODIV-40281,1,738
9478,4291,SODIV-40130,1,3917
9479,4292,SODIV-40446,1,2686
9480,4292,SODIV-40232,1,2539
9481,4292,SODIV-40579,4,3724
9482,4293,SODIV-40473,5,3719
9483,4293,SODIV-40383,3,2867
9484,4294,SODIV-40417,2,2635
9485,4294,SODIV-40386,10,1830
9486,4295,SODIV-40385,3,2139
9487,4296,SODIV-40288,1,3051
9488,4296,SODIV-40310,1,3297
9489,4297,SODIV-40102,10,517
9490,4297,SODIV-40328,3,1800
9491,4297,SODIV-40608,1,529
9492,4298,SODIV-40535,4,1215
9493,4298,SODIV-40363,2,2733
9494,4298,SODIV-40353,3,3484
9495,4299,SODIV-40253,1,662
9496,4299,SODIV-40365,1,3508
9497,4300,SODIV-40408,1,238
9498,4301,SODIV-40326,3,278
9499,4301,SODIV-40137,1,913
9500,4301,SODIV-40150,2,2810
9501,4301,SODIV-40112,1,979
9502,4302,SODIV-40624,1,2901
9503,4302,SODIV-40559,1,3199
9504,4303,SODIV-40631,1,1630
9505,4303,SODIV-40228,3,383
9506,4303,SODIV-40318,1,68
9507,4304,SODIV-40477,10,3632
9508,4304,SODIV-40146,2,3984
9509,4305,SODIV-40089,1,961
9510,4306,SODIV-40052,4,3709
9511,4306,SODIV-40539,4,2621
9512,4307,SODIV-40231,1,2041
9513,4307,SODIV-40369,1,1963
9514,4308,SODIV-40211,2,1016
9515,4308,SODIV-40360,1,394
9516,4309,SODIV-40334,1,3555
9517,4309,SODIV-40560,1,3032
9518,4310,SODIV-40598,5,3921
9519,4310,SODIV-40159,2,210
9520,4311,SODIV-40662,4,1408
9521,4311,SODIV-40272,2,2001
9522,4311,SODIV-40399,1,3771
9523,4311,SODIV-40616,1,3826
9524,4312,SODIV-40586,1,3596
9525,4313,SODIV-40064,2,2210
9526,4314,SODIV-40323,2,2665
9527,4315,SODIV-40067,1,1669
9528,4315,SODIV-40014,1,1243
9529,4316,SODIV-40510,1,1487
9530,4316,SODIV-40459,3,1850
9531,4316,SODIV-40254,1,585
9532,4316,SODIV-40662,1,1408
9533,4317,SODIV-40215,1,130
9534,4317,SODIV-40177,10,1922
9535,4317,SODIV-40281,3,738
9536,4318,SODIV-40304,1,3834
9537,4318,SODIV-40529,3,3661
9538,4319,SODIV-40606,1,3652
9539,4320,SODIV-40580,3,82
9540,4320,SODIV-40228,1,383
9541,4320,SODIV-40223,2,3674
9542,4320,SODIV-40138,1,921
9543,4321,SODIV-40649,1,2003
9544,4321,SODIV-40049,10,933
9545,4321,SODIV-40570,3,157
9546,4322,SODIV-40307,1,1660
9547,4322,SODIV-40641,1,1833
9548,4322,SODIV-40583,1,1517
9549,4323,SODIV-40299,3,1639
9550,4324,SODIV-40198,1,1724
9551,4325,SODIV-40252,1,2671
9552,4325,SODIV-40302,2,2580
9553,4325,SODIV-40333,1,3829
9554,4325,SODIV-40166,3,3407
9555,4326,SODIV-40124,1,514
9556,4327,SODIV-40651,1,1416
9557,4328,SODIV-40156,1,2119
9558,4328,SODIV-40313,2,148
9559,4329,SODIV-40391,1,3979
9560,4329,SODIV-40557,1,448
9561,4329,SODIV-40563,2,3923
9562,4330,SODIV-40112,1,979
9563,4330,SODIV-40310,2,3297
9564,4331,SODIV-40631,1,1630
9565,4331,SODIV-40508,1,1291
9566,4331,SODIV-40551,3,1593
9567,4332,SODIV-40493,10,3874
9568,4332,SODIV-40069,3,3809
9569,4332,SODIV-40575,1,452
9570,4332,SODIV-40502,4,3598
9571,4333,SODIV-40139,3,3573
9572,4334,SODIV-40371,1,279
9573,4334,SODIV-40494,1,3178
9574,4334,SODIV-40434,2,416
9575,4335,SODIV-40460,4,1861
9576,4336,SODIV-40169,1,1896
9577,4336,SODIV-40080,1,3102
9578,4336,SODIV-40370,1,1638
9579,4336,SODIV-40283,1,3335
9580,4336,SODIV-40482,3,604
9581,4337,SODIV-40392,1,3659
9582,4337,SODIV-40561,1,2098
9583,4337,SODIV-40374,5,3651
9584,4337,SODIV-40221,5,263
9585,4337,SODIV-40208,1,660
9586,4338,SODIV-40124,1,514
9587,4338,SODIV-40666,2,1254
9588,4338,SODIV-40081,1,349
9589,4338,SODIV-40427,1,2725
9590,4338,SODIV-40457,1,1723
9591,4339,SODIV-40499,4,822
9592,4339,SODIV-40102,1,517
9593,4339,SODIV-40641,2,1833
9594,4340,SODIV-40153,4,3202
9595,4340,SODIV-40106,2,2064
9596,4340,SODIV-40070,1,594
9597,4341,SODIV-40108,1,566
9598,4341,SODIV-40261,1,269
9599,4342,SODIV-40551,1,1593
9600,4343,SODIV-40339,1,3654
9601,4343,SODIV-40171,10,1001
9602,4343,SODIV-40445,1,143
9603,4344,SODIV-40639,4,1121
9604,4344,SODIV-40204,2,2659
9605,4345,SODIV-40264,3,3477
9606,4346,SODIV-40238,4,2956
9607,4347,SODIV-40180,1,2011
9608,4347,SODIV-40388,1,2264
9609,4348,SODIV-40111,3,200
9610,4349,SODIV-40663,4,1984
9611,4350,SODIV-40210,2,3683
9612,4350,SODIV-40486,3,3555
9613,4350,SODIV-40389,1,3336
9614,4351,SODIV-40259,10,1687
9615,4351,SODIV-40378,1,3244
9616,4352,SODIV-40374,5,3651
9617,4352,SODIV-40276,1,3256
9618,4353,SODIV-40161,2,2415
9619,4354,SODIV-40349,1,2238
9620,4354,SODIV-40628,1,3835
9621,4354,SODIV-40469,1,2220
9622,4355,SODIV-40017,1,706
9623,4355,SODIV-40528,4,3465
9624,4355,SODIV-40547,3,329
9625,4355,SODIV-40147,1,1618
9626,4356,SODIV-40258,2,1293
9627,4357,SODIV-40533,1,2332
9628,4357,SODIV-40251,10,3470
9629,4358,SODIV-40326,1,278
9630,4358,SODIV-40038,3,3780
9631,4358,SODIV-40409,1,3343
9632,4358,SODIV-40085,1,3974
9633,4359,SODIV-40614,1,3279
9634,4359,SODIV-40440,2,1143
9635,4360,SODIV-40304,1,3834
9636,4360,SODIV-40133,10,3763
9637,4361,SODIV-40475,1,2442
9638,4361,SODIV-40084,3,2754
9639,4362,SODIV-40033,1,3444
9640,4363,SODIV-40596,3,635
9641,4363,SODIV-40649,1,2003
9642,4364,SODIV-40142,4,1964
9643,4364,SODIV-40331,2,537
9644,4365,SODIV-40513,2,2199
9645,4366,SODIV-40408,2,238
9646,4366,SODIV-40104,5,2500
9647,4366,SODIV-40533,1,2332
9648,4366,SODIV-40461,1,2585
9649,4367,SODIV-40038,4,3780
9650,4367,SODIV-40397,1,3520
9651,4367,SODIV-40534,1,2605
9652,4368,SODIV-40277,2,2469
9653,4368,SODIV-40605,2,2931
9654,4368,SODIV-40646,3,525
9655,4368,SODIV-40600,1,2109
9656,4369,SODIV-40243,1,355
9657,4369,SODIV-40166,2,3407
9658,4370,SODIV-40513,5,2199
9659,4370,SODIV-40191,1,939
9660,4371,SODIV-40558,1,2625
9661,4372,SODIV-40365,1,3508
9662,4372,SODIV-40327,2,1137
9663,4373,SODIV-40410,1,1933
9664,4373,SODIV-40244,1,3147
9665,4374,SODIV-40651,3,1416
9666,4375,SODIV-40260,2,1293
9667,4375,SODIV-40625,2,450
9668,4375,SODIV-40412,10,2650
9669,4376,SODIV-40400,1,2261
9670,4377,SODIV-40399,1,3771
9671,4377,SODIV-40423,1,724
9672,4378,SODIV-40519,3,1235
9673,4379,SODIV-40032,1,1326
9674,4379,SODIV-40360,2,394
9675,4380,SODIV-40358,1,157
9676,4380,SODIV-40659,2,1086
9677,4380,SODIV-40075,2,457
9678,4380,SODIV-40345,1,3607
9679,4380,SODIV-40267,1,3444
9680,4381,SODIV-40114,4,3622
9681,4381,SODIV-40216,10,2881
9682,4381,SODIV-40531,1,1024
9683,4381,SODIV-40206,10,2818
9684,4382,SODIV-40204,2,2659
9685,4382,SODIV-40312,4,3490
9686,4383,SODIV-40132,1,2187
9687,4383,SODIV-40483,1,1797
9688,4384,SODIV-40066,4,3166
9689,4385,SODIV-40586,10,3596
9690,4385,SODIV-40030,1,1812
9691,4386,SODIV-40269,3,2537
9692,4386,SODIV-40444,1,1081
9693,4386,SODIV-40124,2,514
9694,4387,SODIV-40146,2,3984
9695,4387,SODIV-40212,1,1896
9696,4388,SODIV-40624,1,2901
9697,4388,SODIV-40613,2,1434
9698,4389,SODIV-40560,2,3032
9699,4389,SODIV-40002,1,2059
9700,4389,SODIV-40111,4,200
9701,4390,SODIV-40474,1,3861
9702,4390,SODIV-40495,10,3260
9703,4390,SODIV-40268,2,3245
9704,4391,SODIV-40570,2,157
9705,4391,SODIV-40498,1,3829
9706,4392,SODIV-40033,4,3444
9707,4393,SODIV-40143,1,1489
9708,4393,SODIV-40463,1,506
9709,4393,SODIV-40298,4,2119
9710,4393,SODIV-40085,1,3974
9711,4394,SODIV-40636,2,1373
9712,4394,SODIV-40119,3,1294
9713,4394,SODIV-40281,2,738
9714,4394,SODIV-40583,1,1517
9715,4395,SODIV-40660,1,1186
9716,4396,SODIV-40340,10,2437
9717,4396,SODIV-40564,10,2336
9718,4396,SODIV-40124,2,514
9719,4397,SODIV-40025,1,2757
9720,4398,SODIV-40214,1,3055
9721,4399,SODIV-40648,1,1960
9722,4399,SODIV-40382,1,2434
9723,4400,SODIV-40030,3,1812
9724,4400,SODIV-40096,1,3138
9725,4401,SODIV-40387,3,2608
9726,4401,SODIV-40196,2,2598
9727,4401,SODIV-40463,10,506
9728,4402,SODIV-40171,1,1001
9729,4402,SODIV-40463,2,506
9730,4402,SODIV-40478,1,451
9731,4403,SODIV-40079,1,3235
9732,4403,SODIV-40143,1,1489
9733,4403,SODIV-40196,2,2598
9734,4404,SODIV-40185,1,2079
9735,4404,SODIV-40167,10,887
9736,4404,SODIV-40125,1,3904
9737,4405,SODIV-40516,4,1482
9738,4405,SODIV-40643,1,720
9739,4405,SODIV-40320,1,1013
9740,4406,SODIV-40588,10,1930
9741,4406,SODIV-40645,1,340
9742,4406,SODIV-40086,1,440
9743,4406,SODIV-40033,1,3444
9744,4407,SODIV-40536,1,2380
9745,4408,SODIV-40061,4,1728
9746,4408,SODIV-40229,2,3511
9747,4408,SODIV-40382,4,2434
9748,4408,SODIV-40155,4,2503
9749,4408,SODIV-40462,1,555
9750,4409,SODIV-40436,1,1887
9751,4410,SODIV-40276,1,3256
9752,4410,SODIV-40068,1,613
9753,4411,SODIV-40332,1,2724
9754,4411,SODIV-40557,1,448
9755,4411,SODIV-40632,10,2928
9756,4411,SODIV-40219,2,2715
9757,4412,SODIV-40507,1,1003
9758,4412,SODIV-40113,1,765
9759,4412,SODIV-40318,4,68
9760,4412,SODIV-40196,1,2598
9761,4412,SODIV-40300,1,3095
9762,4413,SODIV-40191,1,939
9763,4413,SODIV-40534,3,2605
9764,4414,SODIV-40033,1,3444
9765,4415,SODIV-40049,1,933
9766,4415,SODIV-40002,1,2059
9767,4415,SODIV-40005,3,1932
9768,4416,SODIV-40340,1,2437
9769,4416,SODIV-40033,1,3444
9770,4417,SODIV-40155,1,2503
9771,4417,SODIV-40620,5,3400
9772,4417,SODIV-40556,5,999
9773,4418,SODIV-40388,1,2264
9774,4419,SODIV-40058,1,2573
9775,4419,SODIV-40455,4,967
9776,4420,SODIV-40204,10,2659
9777,4421,SODIV-40199,1,502
9778,4421,SODIV-40326,10,278
9779,4421,SODIV-40113,1,765
9780,4421,SODIV-40328,1,1800
9781,4422,SODIV-40605,1,2931
9782,4423,SODIV-40311,1,2768
9783,4424,SODIV-40337,1,3913
9784,4425,SODIV-40653,1,1397
9785,4425,SODIV-40112,4,979
9786,4426,SODIV-40444,1,1081
9787,4426,SODIV-40424,1,3708
9788,4427,SODIV-40048,2,3403
9789,4427,SODIV-40558,1,2625
9790,4428,SODIV-40204,4,2659
9791,4428,SODIV-40661,1,3554
9792,4428,SODIV-40046,1,2357
9793,4429,SODIV-40428,1,2287
9794,4430,SODIV-40281,1,738
9795,4431,SODIV-40109,1,3406
9796,4432,SODIV-40075,5,457
9797,4432,SODIV-40092,1,3218
9798,4433,SODIV-40601,1,648
9799,4434,SODIV-40049,3,933
9800,4434,SODIV-40504,1,1200
9801,4434,SODIV-40259,1,1687
9802,4435,SODIV-40553,2,1683
9803,4435,SODIV-40555,1,515
9804,4435,SODIV-40414,1,1290
9805,4436,SODIV-40502,1,3598
9806,4436,SODIV-40011,4,3386
9807,4436,SODIV-40657,2,3973
9808,4437,SODIV-40345,1,3607
9809,4437,SODIV-40029,1,3992
9810,4438,SODIV-40260,1,1293
9811,4438,SODIV-40358,1,157
9812,4438,SODIV-40224,10,1438
9813,4438,SODIV-40295,1,910
9814,4439,SODIV-40085,1,3974
9815,4440,SODIV-40510,1,1487
9816,4440,SODIV-40367,2,2866
9817,4440,SODIV-40006,1,1136
9818,4441,SODIV-40304,1,3834
9819,4442,SODIV-40607,3,1072
9820,4442,SODIV-40040,5,2213
9821,4443,SODIV-40553,1,1683
9822,4443,SODIV-40536,2,2380
9823,4443,SODIV-40024,1,642
9824,4443,SODIV-40396,1,2616
9825,4443,SODIV-40246,3,602
9826,4444,SODIV-40030,2,1812
9827,4444,SODIV-40095,1,3795
9828,4444,SODIV-40598,1,3921
9829,4445,SODIV-40444,1,1081
9830,4446,SODIV-40022,4,2349
9831,4446,SODIV-40619,1,2148
9832,4447,SODIV-40315,1,571
9833,4447,SODIV-40374,1,3651
9834,4447,SODIV-40534,1,2605
9835,4447,SODIV-40254,1,585
9836,4448,SODIV-40524,1,410
9837,4449,SODIV-40458,1,2717
9838,4449,SODIV-40422,1,2029
9839,4450,SODIV-40655,1,3789
9840,4450,SODIV-40507,1,1003
9841,4450,SODIV-40012,1,2643
9842,4450,SODIV-40063,2,2559
9843,4450,SODIV-40662,1,1408
9844,4451,SODIV-40490,1,696
9845,4451,SODIV-40422,10,2029
9846,4451,SODIV-40567,4,1062
9847,4452,SODIV-40368,1,2622
9848,4452,SODIV-40262,3,3718
9849,4452,SODIV-40614,1,3279
9850,4453,SODIV-40472,3,2158
9851,4453,SODIV-40192,1,248
9852,4453,SODIV-40304,1,3834
9853,4454,SODIV-40017,1,706
9854,4454,SODIV-40137,2,913
9855,4454,SODIV-40569,4,1998
9856,4455,SODIV-40041,2,2609
9857,4455,SODIV-40329,1,693
9858,4455,SODIV-40453,1,3854
9859,4455,SODIV-40025,3,2757
9860,4456,SODIV-40347,1,683
9861,4456,SODIV-40424,2,3708
9862,4456,SODIV-40439,10,2618
9863,4457,SODIV-40310,2,3297
9864,4457,SODIV-40056,1,619
9865,4458,SODIV-40657,4,3973
9866,4458,SODIV-40184,4,3475
9867,4459,SODIV-40336,4,745
9868,4459,SODIV-40450,1,291
9869,4460,SODIV-40477,1,3632
9870,4461,SODIV-40329,1,693
9871,4462,SODIV-40593,1,1667
9872,4462,SODIV-40482,1,604
9873,4462,SODIV-40628,1,3835
9874,4462,SODIV-40311,1,2768
9875,4463,SODIV-40093,2,1571
9876,4463,SODIV-40340,4,2437
9877,4463,SODIV-40103,4,2827
9878,4463,SODIV-40658,2,1364
9879,4464,SODIV-40136,1,3422
9880,4464,SODIV-40609,1,3572
9881,4464,SODIV-40635,1,2606
9882,4464,SODIV-40140,4,2238
9883,4465,SODIV-40103,1,2827
9884,4466,SODIV-40292,2,1018
9885,4466,SODIV-40464,1,196
9886,4467,SODIV-40604,1,3402
9887,4467,SODIV-40143,2,1489
9888,4467,SODIV-40237,3,184
9889,4467,SODIV-40378,1,3244
9890,4467,SODIV-40139,2,3573
9891,4468,SODIV-40655,2,3789
9892,4468,SODIV-40224,2,1438
9893,4468,SODIV-40003,3,402
9894,4469,SODIV-40149,1,1852
9895,4469,SODIV-40302,2,2580
9896,4469,SODIV-40021,1,2741
9897,4470,SODIV-40406,1,3313
9898,4470,SODIV-40455,1,967
9899,4471,SODIV-40099,1,83
9900,4471,SODIV-40063,1,2559
9901,4472,SODIV-40250,5,2108
9902,4472,SODIV-40259,1,1687
9903,4473,SODIV-40112,1,979
9904,4474,SODIV-40556,1,999
9905,4475,SODIV-40512,3,3966
9906,4475,SODIV-40183,10,1050
9907,4475,SODIV-40294,5,1480
9908,4476,SODIV-40281,5,738
9909,4476,SODIV-40110,1,2670
9910,4476,SODIV-40549,5,3199
9911,4476,SODIV-40153,2,3202
9912,4476,SODIV-40611,5,3814
9913,4477,SODIV-40394,1,1701
9914,4477,SODIV-40340,2,2437
9915,4477,SODIV-40557,3,448
9916,4478,SODIV-40480,1,3273
9917,4478,SODIV-40296,3,544
9918,4478,SODIV-40093,3,1571
9919,4478,SODIV-40167,2,887
9920,4479,SODIV-40298,1,2119
9921,4479,SODIV-40241,2,3976
9922,4480,SODIV-40466,1,515
9923,4481,SODIV-40550,1,3912
9924,4481,SODIV-40608,1,529
9925,4481,SODIV-40659,1,1086
9926,4482,SODIV-40038,10,3780
9927,4482,SODIV-40350,1,1121
9928,4482,SODIV-40504,3,1200
9929,4483,SODIV-40558,1,2625
9930,4483,SODIV-40505,1,3377
9931,4484,SODIV-40090,5,2825
9932,4484,SODIV-40576,3,1648
9933,4484,SODIV-40622,1,2784
9934,4485,SODIV-40289,4,1523
9935,4486,SODIV-40253,1,662
9936,4487,SODIV-40309,2,2906
9937,4487,SODIV-40202,2,225
9938,4488,SODIV-40450,1,291
9939,4489,SODIV-40297,1,1899
9940,4490,SODIV-40466,1,515
9941,4491,SODIV-40570,2,157
9942,4491,SODIV-40268,1,3245
9943,4491,SODIV-40104,1,2500
9944,4492,SODIV-40129,1,2787
9945,4492,SODIV-40265,1,453
9946,4493,SODIV-40017,1,706
9947,4493,SODIV-40472,1,2158
9948,4493,SODIV-40256,1,303
9949,4493,SODIV-40515,1,1917
9950,4493,SODIV-40160,1,2326
9951,4494,SODIV-40452,1,936
9952,4495,SODIV-40349,1,2238
9953,4495,SODIV-40529,1,3661
9954,4495,SODIV-40411,1,3802
9955,4496,SODIV-40624,2,2901
9956,4496,SODIV-40466,1,515
9957,4497,SODIV-40365,1,3508
9958,4498,SODIV-40437,1,3702
9959,4498,SODIV-40218,1,1667
9960,4499,SODIV-40595,1,3989
9961,4499,SODIV-40529,1,3661
9962,4499,SODIV-40413,1,3839
9963,4499,SODIV-40172,1,2023
9964,4499,SODIV-40312,1,3490
9965,4500,SODIV-40101,1,2980
9966,4500,SODIV-40447,2,1892
9967,4500,SODIV-40560,1,3032
9968,4501,SODIV-40354,1,945
9969,4502,SODIV-40493,1,3874
9970,4503,SODIV-40661,1,3554
9971,4504,SODIV-40145,10,3595
9972,4505,SODIV-40333,1,3829
9973,4505,SODIV-40650,1,2005
9974,4505,SODIV-40090,4,2825
9975,4505,SODIV-40478,3,451
9976,4505,SODIV-40607,4,1072
9977,4506,SODIV-40280,2,607
9978,4506,SODIV-40488,10,1717
9979,4507,SODIV-40266,1,1614
9980,4507,SODIV-40045,1,3317
9981,4508,SODIV-40357,5,3066
9982,4509,SODIV-40368,10,2622
9983,4509,SODIV-40615,1,3290
9984,4509,SODIV-40506,3,3931
9985,4509,SODIV-40029,2,3992
9986,4509,SODIV-40384,1,1086
9987,4510,SODIV-40609,1,3572
9988,4511,SODIV-40109,1,3406
9989,4511,SODIV-40417,1,2635
9990,4512,SODIV-40411,1,3802
9991,4512,SODIV-40652,3,1618
9992,4512,SODIV-40100,1,2886
9993,4513,SODIV-40433,4,2112
9994,4514,SODIV-40472,2,2158
9995,4514,SODIV-40414,2,1290
9996,4515,SODIV-40026,1,2420
9997,4516,SODIV-40641,1,1833
9998,4517,SODIV-40431,1,2979
9999,4517,SODIV-40484,1,1619
10000,4518,SODIV-40361,2,2140
10001,4519,SODIV-40497,2,3150
10002,4520,SODIV-40657,2,3973
10003,4520,SODIV-40397,2,3520
10004,4520,SODIV-40506,2,3931
10005,4521,SODIV-40530,1,1197
10006,4521,SODIV-40534,5,2605
10007,4521,SODIV-40043,2,2726
10008,4522,SODIV-40506,2,3931
10009,4522,SODIV-40345,1,3607
10010,4522,SODIV-40289,1,1523
10011,4522,SODIV-40264,10,3477
10012,4522,SODIV-40151,1,2736
10013,4523,SODIV-40598,1,3921
10014,4523,SODIV-40486,1,3555
10015,4524,SODIV-40304,1,3834
10016,4524,SODIV-40180,1,2011
10017,4524,SODIV-40159,5,210
10018,4524,SODIV-40530,10,1197
10019,4524,SODIV-40160,2,2326
10020,4525,SODIV-40198,1,1724
10021,4525,SODIV-40660,1,1186
10022,4525,SODIV-40376,10,3540
10023,4525,SODIV-40335,1,2014
10024,4526,SODIV-40447,3,1892
10025,4526,SODIV-40266,1,1614
10026,4527,SODIV-40665,1,2578
10027,4528,SODIV-40426,3,898
10028,4528,SODIV-40482,1,604
10029,4528,SODIV-40342,1,2805
10030,4528,SODIV-40193,1,1049
10031,4528,SODIV-40553,3,1683
10032,4529,SODIV-40227,5,776
10033,4530,SODIV-40618,2,1752
10034,4531,SODIV-40278,3,1536
10035,4531,SODIV-40057,1,569
10036,4531,SODIV-40559,5,3199
10037,4532,SODIV-40242,1,1926
10038,4533,SODIV-40504,1,1200
10039,4534,SODIV-40308,1,2868
10040,4534,SODIV-40144,5,1921
10041,4534,SODIV-40178,1,2729
10042,4534,SODIV-40446,2,2686
10043,4535,SODIV-40618,1,1752
10044,4535,SODIV-40348,1,2583
10045,4535,SODIV-40192,1,248
10046,4535,SODIV-40491,10,2506
10047,4535,SODIV-40383,1,2867
10048,4536,SODIV-40636,1,1373
10049,4536,SODIV-40544,3,1971
10050,4537,SODIV-40026,1,2420
10051,4537,SODIV-40371,1,279
10052,4538,SODIV-40211,10,1016
10053,4538,SODIV-40494,1,3178
10054,4539,SODIV-40103,1,2827
10055,4540,SODIV-40510,1,1487
10056,4540,SODIV-40044,1,3656
10057,4541,SODIV-40262,5,3718
10058,4541,SODIV-40288,2,3051
10059,4541,SODIV-40535,2,1215
10060,4541,SODIV-40060,10,367
10061,4542,SODIV-40325,1,1420
10062,4542,SODIV-40502,1,3598
10063,4543,SODIV-40666,2,1254
10064,4544,SODIV-40426,5,898
10065,4544,SODIV-40122,1,2794
10066,4545,SODIV-40174,2,1669
10067,4546,SODIV-40231,1,2041
10068,4546,SODIV-40085,4,3974
10069,4547,SODIV-40552,2,3465
10070,4548,SODIV-40467,5,2390
10071,4548,SODIV-40302,1,2580
10072,4549,SODIV-40515,1,1917
10073,4549,SODIV-40060,1,367
10074,4550,SODIV-40077,1,3392
10075,4550,SODIV-40650,2,2005
10076,4550,SODIV-40435,1,3405
10077,4551,SODIV-40323,1,2665
10078,4551,SODIV-40341,1,1300
10079,4551,SODIV-40400,1,2261
10080,4552,SODIV-40046,3,2357
10081,4553,SODIV-40534,4,2605
10082,4554,SODIV-40663,4,1984
10083,4554,SODIV-40235,5,303
10084,4554,SODIV-40111,5,200
10085,4555,SODIV-40123,2,2977
10086,4555,SODIV-40606,5,3652
10087,4556,SODIV-40216,1,2881
10088,4556,SODIV-40462,1,555
10089,4556,SODIV-40439,1,2618
10090,4556,SODIV-40175,1,1448
10091,4557,SODIV-40291,1,3935
10092,4557,SODIV-40007,1,2073
10093,4557,SODIV-40106,1,2064
10094,4558,SODIV-40047,1,681
10095,4559,SODIV-40161,4,2415
10096,4559,SODIV-40648,3,1960
10097,4559,SODIV-40465,4,3899
10098,4559,SODIV-40141,1,1475
10099,4559,SODIV-40162,1,1304
10100,4560,SODIV-40162,1,1304
10101,4560,SODIV-40381,2,2133
10102,4561,SODIV-40355,2,3377
10103,4562,SODIV-40436,4,1887
10104,4562,SODIV-40501,2,1854
10105,4563,SODIV-40580,1,82
10106,4564,SODIV-40453,2,3854
10107,4564,SODIV-40441,1,544
10108,4565,SODIV-40463,3,506
10109,4565,SODIV-40199,2,502
10110,4565,SODIV-40035,1,1914
10111,4565,SODIV-40099,1,83
10112,4566,SODIV-40574,2,1032
10113,4566,SODIV-40367,1,2866
10114,4567,SODIV-40183,1,1050
10115,4567,SODIV-40151,1,2736
10116,4567,SODIV-40211,1,1016
10117,4567,SODIV-40024,2,642
10118,4568,SODIV-40374,5,3651
10119,4569,SODIV-40044,1,3656
10120,4569,SODIV-40616,1,3826
10121,4569,SODIV-40130,1,3917
10122,4570,SODIV-40401,1,222
10123,4570,SODIV-40250,1,2108
10124,4571,SODIV-40390,1,2123
10125,4571,SODIV-40365,1,3508
10126,4571,SODIV-40064,1,2210
10127,4571,SODIV-40260,3,1293
10128,4572,SODIV-40400,1,2261
10129,4573,SODIV-40526,3,3607
10130,4573,SODIV-40048,1,3403
10131,4573,SODIV-40640,4,2982
10132,4573,SODIV-40189,1,2945
10133,4573,SODIV-40195,2,106
10134,4574,SODIV-40456,3,3976
10135,4574,SODIV-40006,3,1136
10136,4574,SODIV-40555,1,515
10137,4574,SODIV-40198,1,1724
10138,4575,SODIV-40330,1,3120
10139,4575,SODIV-40642,1,2506
10140,4576,SODIV-40203,1,2173
10141,4576,SODIV-40165,2,2245
10142,4576,SODIV-40617,1,674
10143,4577,SODIV-40225,1,2376
10144,4577,SODIV-40111,3,200
10145,4578,SODIV-40314,4,3891
10146,4579,SODIV-40089,1,961
10147,4580,SODIV-40352,1,1017
10148,4581,SODIV-40626,1,2944
10149,4582,SODIV-40331,1,537
10150,4582,SODIV-40407,1,2781
10151,4583,SODIV-40351,1,984
10152,4583,SODIV-40299,5,1639
10153,4584,SODIV-40208,1,660
10154,4584,SODIV-40188,5,3583
10155,4585,SODIV-40666,3,1254
10156,4586,SODIV-40190,1,905
10157,4586,SODIV-40669,1,3445
10158,4587,SODIV-40480,2,3273
10159,4588,SODIV-40402,3,1736
10160,4588,SODIV-40331,1,537
10161,4588,SODIV-40023,1,1082
10162,4589,SODIV-40295,1,910
10163,4589,SODIV-40560,2,3032
10164,4589,SODIV-40167,10,887
10165,4589,SODIV-40405,5,594
10166,4590,SODIV-40118,1,2943
10167,4590,SODIV-40516,10,1482
10168,4590,SODIV-40609,1,3572
10169,4591,SODIV-40324,3,2452
10170,4592,SODIV-40008,1,2521
10171,4592,SODIV-40493,5,3874
10172,4593,SODIV-40527,1,900
10173,4593,SODIV-40073,4,3583
10174,4593,SODIV-40636,5,1373
10175,4593,SODIV-40039,4,2089
10176,4594,SODIV-40153,1,3202
10177,4595,SODIV-40308,1,2868
10178,4595,SODIV-40396,1,2616
10179,4595,SODIV-40254,5,585
10180,4595,SODIV-40513,1,2199
10181,4595,SODIV-40548,1,1411
10182,4596,SODIV-40553,1,1683
10183,4596,SODIV-40072,1,3862
10184,4597,SODIV-40321,3,3959
10185,4597,SODIV-40266,2,1614
10186,4598,SODIV-40614,1,3279
10187,4598,SODIV-40349,1,2238
10188,4598,SODIV-40369,1,1963
10189,4599,SODIV-40106,1,2064
10190,4599,SODIV-40394,1,1701
10191,4600,SODIV-40596,1,635
10192,4601,SODIV-40071,1,2670
10193,4601,SODIV-40346,1,2772
10194,4602,SODIV-40435,3,3405
10195,4602,SODIV-40265,1,453
10196,4603,SODIV-40561,1,2098
10197,4604,SODIV-40551,1,1593
10198,4604,SODIV-40089,1,961
10199,4604,SODIV-40505,1,3377
10200,4605,SODIV-40209,1,2926
10201,4606,SODIV-40286,2,1375
10202,4607,SODIV-40395,1,1402
10203,4607,SODIV-40485,1,1586
10204,4607,SODIV-40022,1,2349
10205,4608,SODIV-40263,3,2653
10206,4608,SODIV-40432,1,3735
10207,4608,SODIV-40365,10,3508
10208,4609,SODIV-40190,1,905
10209,4610,SODIV-40167,10,887
10210,4610,SODIV-40571,1,107
10211,4611,SODIV-40101,3,2980
10212,4612,SODIV-40343,1,3962
10213,4613,SODIV-40065,4,2241
10214,4613,SODIV-40002,1,2059
